estado;clube_canonical;cidade;latitude;longitude;estadio
mato_grosso;União Esporte Clube;Rondonópolis;-16.4683;-54.6356;Estádio Municipal Engenheiro Luthero Lopes
mato_grosso_do_sul;7 de Setembro;Dourados;-22.2206;-54.8058;Estádio Fredis Saldanha
mato_grosso_do_sul;Aquidauanense;Aquidauana;-20.4736;-55.7833;Estádio Municipal Noroeste
mato_grosso_do_sul;Aquidauanense Futebol Clube;Aquidauana;-20.4733;-55.7833;Estádio Noroeste
mato_grosso_do_sul;Associação Atlética Portuguesa;Campo Grande;-20.4486;-54.6291;Estádio Jacques da Luz
mato_grosso_do_sul;Bataguassu;Bataguassu;-21.7175;-52.4236;Estádio Municipal de Bataguassu
mato_grosso_do_sul;Ceart;Dourados;-22.2206;-54.8058;Estádio Fredis Saldanha
mato_grosso_do_sul;Clube Esportivo Naviraiense;Naviraí;-23.0636;-54.1903;Estádio Virotão
mato_grosso_do_sul;Clube Esportivo Pontaporanense;Ponta Porã;-22.5375;-55.7256;Estádio Aral Moreira
mato_grosso_do_sul;Clube Náutico Futebol Clube;Campo Grande;-20.4486;-54.6291;Estádio Jacques da Luz
mato_grosso_do_sul;Comercial;Campo Grande;-20.4486;-54.6291;Estádio Universitário Pedro Pedrossian
mato_grosso_do_sul;Comercial de Três Lagoas;Três Lagoas;-20.7514;-51.6783;Estádio Benedito Soares da Mota
mato_grosso_do_sul;Corumbaense Futebol Clube;Corumbá;-19.0053;-57.6473;Estádio Arthur Marinho
mato_grosso_do_sul;Costa Rica Esporte Clube;Costa Rica;-18.5567;-53.1111;Estádio Laertão
mato_grosso_do_sul;Coxim Atlético Clube;Coxim;-18.5067;-54.7603;Estádio André Borges
mato_grosso_do_sul;Dourados Atlético Clube;Dourados;-22.2222;-54.8033;Estádio Douradão
mato_grosso_do_sul;Esporte Clube Moreninhas;Campo Grande;-20.4428;-54.6461;Estádio Jacques da Luz
mato_grosso_do_sul;Esporte Clube Taveirópolis;Campo Grande;-20.4428;-54.6464;Estádio Jacques da Luz
mato_grosso_do_sul;Esporte Clube Águia Negra;Rio Brilhante;-21.8036;-54.5453;Estádio Iliê Vidal
mato_grosso_do_sul;Ivinhema Futebol Clube;Ivinhema;-22.3017;-53.8156;Estádio Saraivão
mato_grosso_do_sul;Maracaju Atlético Clube;Maracaju;-21.6119;-55.1681;Estádio Municipal Luiz Gonzaga Prata Braga
mato_grosso_do_sul;Misto Esporte Clube;Três Lagoas;-20.7514;-51.6783;Estádio Madrugadão
mato_grosso_do_sul;Novoperário Futebol Clube;Campo Grande;-20.4428;-54.6461;Estádio Jacques da Luz
mato_grosso_do_sul;Operário Futebol Clube;Campo Grande;-20.4486;-54.6291;Estádio Universitário Pedro Pedrossian
mato_grosso_do_sul;Pantanal Futebol Clube;Ladário;-19.0039;-57.6019;Estádio Vicente Fortunato
mato_grosso_do_sul;Sociedade Esportiva São Gabriel;São Gabriel do Oeste;-19.3769;-54.5586;Estádio Municipal de São Gabriel do Oeste
mato_grosso_do_sul;Sociedade Esportiva e Recreativa Chapadão;Nova Andradina;-22.2386;-53.3317;Estádio Andradão
mato_grosso_do_sul;Três Lagoas Sport Club;Três Lagoas;-20.7514;-51.6783;Estádio Benedito Soares da Mota
mato_grosso_do_sul;União Futebol Clube;Campo Grande;-20.4428;-54.6464;Estádio Jacques da Luz
minas_gerais;América Futebol Clube;Belo Horizonte;-19.9167;-43.9345;Arena Independência
minas_gerais;Araguari Atlético Clube;Araguari;-18.6456;-48.1883;Estádio Vasconcelos Montes
minas_gerais;Araxá Esporte Clube;Araxá;-19.5908;-46.9436;Estádio Fausto Alvim
minas_gerais;Associação Atlética Caldense;Poços de Caldas;-21.7847;-46.5633;Estádio Municipal Doutor Ronaldo Junqueira
minas_gerais;Associação Atlética Internacional de Minas Gerais;Itaúna;-20.0733;-44.5786;Estádio José Flávio de Carvalho
minas_gerais;Associação Esportiva Santarritense;Santa Rita do Sapucaí;-22.2486;-45.7056;Estádio Coronel Erasmo Cabral
minas_gerais;Athletic Club;São João del-Rei;-21.1361;-44.2597;Estádio Joaquim Portugal
minas_gerais;Atlético Clube Três Corações;Três Corações;-21.6967;-45.2533;Estádio Municipal Elias Arbex
minas_gerais;Betim Futebol;Betim;-19.9733;-44.2014;Arena Vera Cruz
minas_gerais;Betis Futebol Clube;Ouro Branco;-20.5167;-43.7028;Estádio Municipal José Mapa Filho
minas_gerais;Boa Esporte Clube;Varginha;-21.56;-45.4333;Estádio Municipal Prefeito Dilzon Luiz de Melo
minas_gerais;Boston City Futebol Clube Brasil;Manhuaçu;-20.2639;-42.0353;Estádio JK
minas_gerais;Clube Atlético Aymorés;Ubá;-21.1217;-42.9375;Estádio Affonso de Carvalho
minas_gerais;Clube Atlético Mineiro;Belo Horizonte;-19.9167;-43.9345;Arena MRV
minas_gerais;Clube Atlético Patrocinense;Patrocínio;-18.9436;-46.9936;Estádio Pedro Alves do Nascimento
minas_gerais;Clube Atlético Portal;Uberlândia;-18.9186;-48.2772;Parque do Sabiá
minas_gerais;Coimbra Esporte Clube;Contagem;-19.9319;-44.0539;Estádio Municipal de Contagem
minas_gerais;Contagem Esporte Clube;Contagem;-19.9319;-44.0539;Estádio Municipal de Contagem
minas_gerais;Cruzeiro Esporte Clube;Belo Horizonte;-19.9167;-43.9345;Mineirão
minas_gerais;ESSUBE;Uberlândia;-18.9186;-48.2772;Parque do Sabiá
minas_gerais;Esporte Clube Democrata;Governador Valadares;-18.8528;-41.9478;Estádio José Mammoud Abbas
minas_gerais;Esporte Clube Internacional;São Gotardo;-19.3033;-46.0436;Estádio Olavo Bilac
minas_gerais;Esporte Clube Mamoré;Patos de Minas;-18.5833;-46.5167;Estádio Bernardo Rubinger de Queiroz
minas_gerais;Esporte Clube Passos;Passos;-20.7186;-46.6103;Estádio Starling Soares
minas_gerais;Esporte Clube Serranense;Nova Serrana;-19.8736;-44.9833;Arena do Calçado
minas_gerais;Figueirense Esporte Clube;São João del-Rei;-21.1375;-44.2619;Estádio Coronel Afonso de Moura Castro
minas_gerais;Guarani Esporte Clube;Divinópolis;-20.1453;-44.8903;Estádio Waldemar Teixeira de Faria
minas_gerais;Ipatinga Futebol Clube;Ipatinga;-19.4672;-42.5375;Estádio Municipal Epaminondas Mendes Brito
minas_gerais;Itabirito Futebol Clube;Itabirito;-20.2486;-43.8044;Estádio Coronel Afonso de Moura Castro
minas_gerais;JUVENTUS DE MINAS NOVAS;Minas Novas;-17.2183;-42.5875;Estádio Municipal Dr. Mário de Oliveira
minas_gerais;Manchester Futebol;Juiz de Fora;-21.7644;-43.3494;Estádio Municipal Radialista Mário Helênio
minas_gerais;Nacional Atlético Clube;Muriaé;-21.1389;-42.3667;Estádio Soares de Azevedo
minas_gerais;Nacional Futebol Clube;Uberaba;-19.7489;-47.9333;Estádio Uberabão
minas_gerais;North Esporte Clube;Montes Claros;-16.735;-43.8603;Estádio José Maria de Melo
minas_gerais;Novo Esporte Clube Ipatinga;Ipatinga;-19.4672;-42.5375;Estádio Ipatingão
minas_gerais;Paracatu Futebol Clube;Paracatu;-17.2217;-46.8756;Estádio Frei Norberto
minas_gerais;Pirapora Futebol Clube;Pirapora;-17.3536;-44.9367;Estádio Municipal Otaviano Alvim
minas_gerais;Pouso Alegre Futebol Clube;Pouso Alegre;-22.2303;-45.9336;Estádio Manduzão
minas_gerais;Poços de Caldas Futebol Clube;Poços de Caldas;-21.7847;-46.5635;Estádio Doutor Ronaldo Junqueira
minas_gerais;Social Futebol Clube;Coronel Fabriciano;-19.5167;-42.6256;Estádio Louis Ensch
minas_gerais;Tombense Futebol Clube;Tombos;-20.7658;-42.0256;Estádio Antônio Guimarães de Almeida
minas_gerais;Tupi Football Club;Juiz de Fora;-21.7645;-43.3496;Estádio Municipal Radialista Mário Helênio
minas_gerais;Tupynambás Futebol Clube;Juiz de Fora;-21.7645;-43.3496;Estádio Municipal Radialista Mário Helênio
minas_gerais;Uberaba Sport Club;Uberaba;-19.7489;-47.9325;Estádio Municipal Engenheiro João Guido
minas_gerais;Uberlândia Esporte Clube;Uberlândia;-18.9186;-48.2772;Estádio Municipal Parque do Sabiá
minas_gerais;Unaí Esporte Clube;Unaí;-16.3575;-46.9058;Estádio Urbano Adjuto
minas_gerais;União Luziense Esporte Clube;Santa Luzia;-19.7725;-43.8547;Estádio Municipal Victor Andrade de Brito
minas_gerais;União Recreativa dos Trabalhadores;Patos de Minas;-18.5833;-46.5167;Estádio Zama Maciel
minas_gerais;Valeriodoce Esporte Clube;Itabira;-19.6133;-43.2275;Estádio Israel Pinheiro
minas_gerais;Varginha Esporte Clube;Varginha;-21.56;-45.4325;Estádio Municipal Prefeito Dilzon Luiz de Melo
minas_gerais;Villa Nova Atlético Clube;Nova Lima;-19.9858;-43.8486;Estádio Municipal Castor Cifuentes
minas_gerais;Villa Real Esporte Clube;Juiz de Fora;-21.7644;-43.3494;Estádio Municipal Radialista Mário Helênio
para;Altamira Esporte Clube;Altamira;-3.2028;-52.2064;Estádio Municipal Esplanada
para;Amazônia Independente;Santarém;-2.4453;-54.7084;Estádio Colosso do Tapajós
para;Associação Atlética Santa Rosa;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Associação Atlética Tiradentes;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Atlético Paraense;Parauapebas;-6.0714;-49.9022;Estádio Rosenão
para;Belenense;Belém;-1.4558;-48.4902;Estádio Francisco Vasques
para;Bragantino Clube do Pará;Bragança;-1.0536;-46.7653;Estádio Diogão
para;CAPITÃO POÇO;Capitão Poço;-1.7486;-47.0614;Estádio Municipal São Benedito
para;Caeté;Bragança;-1.0536;-46.7653;Estádio Diogão
para;Cametá Sport Club;Cametá;-2.2475;-49.4953;Estádio Parque do Bacurau
para;Canaã Esporte Clube;Canaã dos Carajás;-6.5033;-49.8767;Estádio Municipal José Raimundo Roseno Araújo
para;Carajás Esporte Clube;Belém;-1.4558;-48.4902;Estádio Estadual Jornalista Edgar Augusto Proença
para;Castanhal Esporte Clube;Castanhal;-1.2947;-47.9175;Estádio Maximino Porpino Filho
para;Clube do Remo;Belém;-1.4558;-48.4902;Estádio Evandro Almeida
para;Escola Superior Madre Celeste;Ananindeua;-1.3636;-48.3756;Estádio Francisco Vasques
para;Esporte Clube Itupiranga;Itupiranga;-5.1458;-49.3333;Estádio Municipal Jaime Sena Pimentel
para;Fonte Nova Esporte Clube;Belém;-1.4558;-48.4902;Estádio Estadual Jornalista Edgar Augusto Proença
para;Gavião Kyikatejê;Marabá;-5.3575;-49.1233;Estádio Municipal Zinho de Oliveira
para;Grêmio Carajás;Parauapebas;-6.0725;-49.9025;Estádio Rosenão
para;Independente Atlético Clube;Tucuruí;-3.7667;-49.6725;Estádio Municipal Antônio Dias
para;Marajó Esporte Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Paraense Sport Club;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Paragominas Futebol Clube;Paragominas;-2.9944;-47.3497;Arena Verde
para;Parauapebas Futebol Clube;Parauapebas;-6.0717;-49.9022;Estádio Rosenão
para;Paysandu Sport Club;Belém;-1.4558;-48.4902;Estádio Leônidas Sodré de Castro
para;Pedreira Esporte Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Pinheirense Esporte Clube;Belém;-1.4558;-48.4902;Estádio Abelardo Conduru
para;Santos Futebol Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Sport Club Belém;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Sport Club Izabelense;Santa Izabel do Pará;-1.3008;-48.1617;Estádio Edilson Abreu
para;Sporting Maracanã Esporte Clube;Maracanã;-0.7736;-47.4553;Estádio Fumeirão
para;São Francisco Futebol Clube;Santarém;-2.4431;-54.7083;Estádio Colosso do Tapajós
para;São Raimundo Esporte Clube;Santarém;-2.4431;-54.7083;Estádio Colosso do Tapajós
para;Tapajós Esporte Clube;Santarém;-2.4431;-54.7083;Estádio Colosso do Tapajós
para;Tesla Futebol Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Tuna Luso Brasileira;Belém;-1.4558;-48.4902;Estádio Francisco Vasques
para;União Paraense;Marabá;-5.3575;-49.1233;Estádio Zinho de Oliveira
para;Urumajó;Augusto Corrêa;-1.0167;-46.65;Estádio Municipal de Augusto Corrêa
para;Vila Rica;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;Vênus;Abaetetuba;-1.7217;-48.8803;Estádio Humberto Parente
para;Águia de Marabá;Marabá;-5.3575;-49.1233;Estádio Zinho de Oliveira
para;Águia de Marabá Futebol Clube;Marabá;-5.3556;-49.1122;Estádio Municipal Zinho de Oliveira
paraiba;Associação Desportiva Confiança;Sapé;-7.0917;-35.2333;Estádio Municipal Dr. Tadeu Cruz
paraiba;Associação Desportiva Queimadense;Queimadas;-7.3639;-35.7256;Estádio Governador Ernani Sátyro
paraiba;Atlético Cajazeirense de Desportos;Cajazeiras;-6.8936;-38.5614;Estádio Perpetão
paraiba;Auto Esporte Clube;João Pessoa;-7.115;-34.8642;Estádio José Américo de Almeida Filho
paraiba;Botafogo Futebol Clube;João Pessoa;-7.115;-34.8642;Estádio José Américo de Almeida Filho
paraiba;Campinense Clube;Campina Grande;-7.2306;-35.8814;Estádio Governador Ernani Sátyro
paraiba;Centro Sportivo Paraibano;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;Clube Atlético Picuiense;Picuí;-6.4958;-36.3386;Estádio Amauri Sales de Melo
paraiba;Cruzeiro de Itaporanga;Itaporanga;-7.3025;-38.1553;Estádio José Cavalcanti
paraiba;Desportiva Guarabira;Guarabira;-6.9856;-35.4936;Estádio Sílvio Porto
paraiba;Esporte Clube de Patos;Patos;-7.0233;-37.2753;Estádio José Cavalcanti
paraiba;Femar;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;Internacional Esporte Clube;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;Miramar Esporte Clube;Cabedelo;-6.9814;-34.8361;Estádio Francisco Figueiredo de Lima
paraiba;Nacional Atlético Clube;Patos;-7.0233;-37.2753;Estádio José Cavalcanti
paraiba;Pombal Esporte Clube;Pombal;-6.7675;-37.8028;Estádio José Cavalcanti
paraiba;Sabugy Futebol Clube;Santa Luzia;-6.86667;-36.9167;Estádio Municipal de Santa Luzia
paraiba;Serra Branca Esporte Clube;Serra Branca;-7.47139;-36.6567;Estádio Amigão
paraiba;Serrano Futebol Clube;Serra Redonda;-7.27583;-35.6556;Estádio Amigão
paraiba;Sousa Esporte Clube;Sousa;-6.76056;-38.2317;Estádio Marizão
paraiba;Spartax Sport Club;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;Sport Club Lagoa Seca;Lagoa Seca;-7.17111;-35.8586;Estádio Amigão
paraiba;São Paulo Crystal;Cruz do Espírito Santo;-7.1369;-35.1056;Estádio Carneirão
paraiba;Treze;Campina Grande;-7.2306;-35.8814;Estádio Amigão
parana;Andraus Brasil;Campo Largo;-25.4583;-49.375;Estádio Atílio Gionédis
parana;Apucarana Sports;Apucarana;-23.5528;-51.4608;Estádio Olímpico Regional
parana;Arapongas Esporte Clube;Arapongas;-23.4153;-51.4333;Estádio José Chiappin
parana;Araucária Esporte Clube;Araucária;-25.5944;-49.4075;Estádio Municipal Emílio Gunther
parana;Associação Atlética Iguaçu;União da Vitória;-26.2333;-51.0833;Estádio Municipal Antiocho Pereira
parana;Associação Portuguesa Londrinense;Londrina;-23.3045;-51.1696;Estádio do Café
parana;Athletico Paranaense;Curitiba;-25.4284;-49.2733;Ligga Arena
parana;Atlético Clube Paranavaí;Paranavaí;-23.0775;-52.4636;Estádio Municipal Doutor Waldemiro Wagner
parana;Azuriz;Pato Branco;-26.225;-52.671;Estádio Os Pioneiros
parana;Batel;Guarapuava;-25.393;-51.495;Estádio Waldomiro Gelinski
parana;Cambé Atlético Clube;Cambé;-23.2797;-51.2819;Estádio Municipal José Garbelini
parana;Cianorte Futebol Clube;Cianorte;-23.6617;-52.6036;Estádio Municipal Olímpico Albino Turbay
parana;Coritiba Foot Ball Club;Curitiba;-25.4296;-49.2719;Estádio Major Antônio Couto Pereira
parana;Foz do Iguaçu Futebol Clube;Foz do Iguaçu;-25.5477;-54.5882;Estádio do ABC
parana;Futebol Clube Cascavel;Cascavel;-24.9578;-53.4594;Estádio Olímpico Regional Arnaldo Busatto
parana;Galo Maringá;Maringá;-23.421;-51.933;Estádio Willie Davids
parana;Grêmio Esportivo Campo Largo;Campo Largo;-25.4583;-49.3875;Estádio Atílio Gionédis
parana;Grêmio de Esportes Maringá;Maringá;-23.421;-51.9331;Estádio Regional Willie Davids
parana;Hope Internacional;Campo Largo;-25.4583;-49.3875;Estádio Atílio Gionédis
parana;Independente São Joseense;São José dos Pinhais;-25.5353;-49.2075;Estádio do Pinhão
parana;Iraty Sport Club;Irati;-25.475;-50.6583;Estádio Coronel Emílio Gomes
parana;Londrina Esporte Clube;Londrina;-23.3103;-51.1628;Estádio do Café
parana;Maringá Futebol Clube;Maringá;-23.421;-51.9331;Estádio Regional Willie Davids
parana;Nacional Atlético Clube;Rolândia;-23.3086;-51.3786;Estádio Erich George
parana;Operário Ferroviário Esporte Clube;Ponta Grossa;-25.095;-50.1619;Estádio Germano Krüger
parana;Paraná Clube;Curitiba;-25.4296;-49.2719;Estádio Durival Britto e Silva
parana;Paraná Soccer Technical Center;Alvorada do Sul;-22.7833;-51.2333;Estádio Municipal Álvaro Alves
parana;Patriotas Futebol Clube;Curitiba;-25.4284;-49.2733;Estádio Atílio Gionédis
parana;Prudentópolis Futebol Clube;Prudentópolis;-25.2125;-50.9764;Estádio Newton Agibert
parana;Rio Branco Sport Club;Paranaguá;-25.5167;-48.5167;Estádio Nelson Medrado Dias
parana;Rolândia Esporte Clube;Rolândia;-23.3086;-51.3756;Estádio Erich George
parana;Sport Club Campo Mourão;Campo Mourão;-24.0478;-52.3786;Estádio Municipal Roberto Brzezinski
parana;Sport Club Laranja Mecânica;Arapongas;-23.4139;-51.4264;Estádio Municipal José Chiappin
parana;Toledo Esporte Clube;Toledo;-24.7253;-53.7378;Estádio 14 de Dezembro
parana;União Francisco Beltrão;Francisco Beltrão;-26.0767;-53.0556;Estádio Anilado
parana;Verê Futebol Clube;Verê;-25.9186;-52.8583;Estádio Vila do Mar
pernambuco;1º de Maio Esporte Clube;Petrolina;-9.3933;-40.5008;Estádio Paulo de Souza Coelho
pernambuco;Afogados da Ingazeira Futebol Clube;Afogados da Ingazeira;-7.7547;-37.6367;Estádio Municipal Valdemar Viana de Araújo
pernambuco;América Futebol Clube;Recife;-8.0543;-34.8813;Estádio Ademir Cunha
pernambuco;Associação Atlética Cabense;Cabo de Santo Agostinho;-8.2936;-35.0356;Estádio Gileno de Carli
pernambuco;Associação Atlética Maguary;Bonito;-8.4797;-35.7275;Estádio Municipal Arthur Tavares de Melo
pernambuco;Associação Desportiva Vitória;Vitória de Santo Antão;-8.1225;-35.2953;Estádio Carneirão
pernambuco;Barreiros Futebol Clube;Barreiros;-8.8239;-35.5139;Estádio Luiz de Albuquerque
pernambuco;Belo Jardim Futebol Clube;Belo Jardim;-8.3386;-36.4136;Estádio José Bezerra de Mendonça
pernambuco;Caruaru City Sport Club;Caruaru;-8.2828;-35.9742;Estádio Luiz José de Lacerda
pernambuco;Central Sport Club;Caruaru;-8.2828;-35.9742;Estádio Luiz José de Lacerda
pernambuco;Centro Limoeirense de Futebol;Limoeiro;-7.8753;-35.4536;Estádio José Vareda
pernambuco;Chã Grande Futebol Clube;Chã Grande;-8.2486;-35.4636;Estádio Ewerson Simões Barbosa
pernambuco;Clube Atlético Pernambucano;Carpina;-7.8517;-35.2442;Estádio Paulo Petribu
pernambuco;Clube Náutico Capibaribe;Recife;-8.0476;-34.877;Estádio Eládio de Barros Carvalho
pernambuco;Decisão Futebol Clube;Bonito;-8.4797;-35.7275;Estádio Municipal Arthur Tavares de Melo
pernambuco;Ferroviário Esporte Clube do Cabo;Cabo de Santo Agostinho;-8.2933;-35.0358;Estádio Gileno de Carli
pernambuco;Flamengo de Arcoverde;Arcoverde;-8.4211;-37.0586;Estádio Municipal Áureo Bradley
pernambuco;Ipojuca Atlético Clube;Ipojuca;-8.3975;-35.0653;Estádio Municipal Nossa Senhora do Ó
pernambuco;Jaguar Esporte Clube;Jaboatão dos Guararapes;-8.1133;-35.0133;Estádio Jefferson de Freitas
pernambuco;Pesqueira Futebol Clube;Pesqueira;-8.3586;-36.6953;Estádio Joaquim de Brito
pernambuco;Petrolina Social Futebol Clube;Petrolina;-9.3932;-40.5072;Estádio Paulo de Souza Coelho
pernambuco;Retrô Futebol Clube Brasil;Camaragibe;-8.0153;-34.9875;Arena de Pernambuco
pernambuco;Salgueiro Atlético Clube;Salgueiro;-8.0753;-39.1214;Estádio Cornélio de Barros
pernambuco;Santa Cruz Futebol Clube;Recife;-8.05428;-34.8813;Estádio José do Rego Maciel
pernambuco;Santa Fé Futebol Clube;Santa Cruz do Capibaribe;-7.9575;-36.2058;Estádio Municipal Otávio Limeira Alves
pernambuco;Serrano Futebol Clube;Serra Talhada;-7.9886;-38.2986;Estádio Nildo Pereira de Menezes
pernambuco;Sete de Setembro Esporte Clube;Garanhuns;-8.8917;-36.4919;Estádio Gigante do Agreste
pernambuco;Sport Club do Recife;Recife;-8.05428;-34.8813;Estádio Adelmar da Costa Carvalho
pernambuco;Timbaúba Futebol Clube;Timbaúba;-7.5069;-35.3167;Estádio Municipal Ferreira Lima
pernambuco;Torres Brasil;Recife;-8.05428;-34.8813;Estádio Ademir Cunha
pernambuco;Vera Cruz Futebol Clube;Vitória de Santo Antão;-8.1225;-35.2953;Estádio Carneirão
pernambuco;Ypiranga Futebol Clube;Santa Cruz do Capibaribe;-7.9575;-36.2053;Estádio Otávio Limeira Alves
pernambuco;Águia de Cumaru;Cumaru;-7.9861;-35.7536;Estádio Municipal de Cumaru
pernambuco;Íbis Sport Club;Paulista;-7.9436;-34.8731;Estádio Ademir Cunha
piaui;4 de Julho Esporte Clube;Piripiri;-4.2736;-41.7333;Arena Ytacoatiara
piaui;Associação Atlética Corisabbá;Floriano;-6.7747;-43.0236;Estádio Tibério Nunes
piaui;Associação Atlética Oeirense;Oeiras;-7.02139;-42.19167;Estádio Gerson Campos
piaui;Associação Atlética Tiradentes;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
piaui;Associação Atlética de Altos;Altos;-5.0261;-42.4597;Estádio Municipal Felipe Raulino
piaui;Atlético Piauiense;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
piaui;Caiçara Esporte Clube;Campo Maior;-4.8264;-42.1678;Estádio Deusdeth de Melo
piaui;Comercial Atlético Clube;Campo Maior;-4.8264;-42.1678;Estádio Deusdeth de Melo
piaui;Esporte Clube Flamengo;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;Esporte Clube Timon;Timon;-5.0764;-42.8333;Estádio Municipal Miguel Lima
piaui;Ferroviário Atlético Clube;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;Fluminense Esporte Clube;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;Parnahyba Sport Club;Parnaíba;-2.90556;-41.7775;Estádio Municipal Mão Santa
piaui;Piauí Esporte Clube;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;Ríver Atlético Clube;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
piaui;Sociedade Esportiva de Picos;Picos;-7.0769;-41.4697;Estádio Municipal Helvídio Nunes de Barros
piaui;Teresina Esporte Clube;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
rio_de_janeiro;7 de Abril Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;America Football Club;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;Americano Futebol Clube;Campos dos Goytacazes;-21.7627;-41.3275;Estádio Ary de Oliveira e Souza
rio_de_janeiro;Angra dos Reis Esporte Clube;Angra dos Reis;-23.0067;-44.3183;Estádio Municipal Jair Carneiro Toscano de Brito
rio_de_janeiro;Araruama Futebol Clube;Araruama;-22.8756;-42.3422;Estádio Municipal de Araruama
rio_de_janeiro;Arraial do Cabo Esporte Clube;Arraial do Cabo;-22.9694;-42.0247;Estádio Hermenegildo Barcelos
rio_de_janeiro;Artsul Futebol Clube;Resende;-22.4683;-44.4517;Estádio do Trabalhador
rio_de_janeiro;Associação Atlética Portuguesa;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;Associação Desportiva Cabofriense;Cabo Frio;-22.8814;-42.025;Estádio Alair Corrêa
rio_de_janeiro;Associação Esportiva Riostrense;Rio das Ostras;-22.5225;-41.9436;Estádio Municipal Julieta Carvalho Viana
rio_de_janeiro;Atlético Carioca;São Gonçalo;-22.8222;-43.0522;Estádio Municipal Alziro de Almeida
rio_de_janeiro;Audax Rio;Saquarema;-22.9247;-42.5075;Estádio Elcyr Resende de Mendonça
rio_de_janeiro;Bangu Atlético Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Moça Bonita
rio_de_janeiro;Barcelona Esporte Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;Barra Mansa Futebol Clube;Barra Mansa;-22.5417;-44.1736;Estádio Leão do Sul
rio_de_janeiro;Bela Vista Futebol Clube;São Gonçalo;-22.8214;-43.0511;Estádio Alzirão
rio_de_janeiro;Boavista Sport Club;Saquarema;-22.9247;-42.5086;Estádio Elcyr Resende de Mendonça
rio_de_janeiro;Bonsucesso Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Leônidas da Silva
rio_de_janeiro;Botafogo de Futebol e Regatas;Rio de Janeiro;-22.9068;-43.1729;Estádio Nilton Santos
rio_de_janeiro;Brasileirinho Clube de Futebol;Rio de Janeiro;-22.9068;-43.1729;
rio_de_janeiro;Bréscia Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;
rio_de_janeiro;Campo Grande Atlético Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Ítalo del Cima
rio_de_janeiro;Campos Associação Atlética;Campos dos Goytacazes;-21.7627;-41.3275;Estádio Ary de Oliveira e Souza
rio_de_janeiro;Carapebus Esporte Clube;Carapebus;-22.1853;-41.6336;Estádio Antônio Carneiro da Silva
rio_de_janeiro;Casimiro de Abreu Esporte Clube;Casimiro de Abreu;-22.4736;-42.2058;Estádio Gonçalo Ferreira
rio_de_janeiro;Centro de Aprendizado e Apoio ao Craque Brasil;Rio de Janeiro;-22.9068;-43.1729;Estádio Joaquim Flores
rio_de_janeiro;Ceres Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio João Francisco dos Santos
rio_de_janeiro;Club de Regatas Vasco da Gama;Rio de Janeiro;-22.9068;-43.1729;Estádio São Januário
rio_de_janeiro;Clube de Regatas do Flamengo;Rio de Janeiro;-22.9068;-43.1729;Estádio do Maracanã
rio_de_janeiro;Duque Caxiense Futebol Clube;Duque de Caxias;-22.7833;-43.3167;Estádio Marrentão
rio_de_janeiro;Esporte Clube Duque de Caxias;Duque de Caxias;-22.7833;-43.3167;Estádio Marrentão
rio_de_janeiro;Esporte Clube Tigres do Brasil;Duque de Caxias;-22.7833;-43.3111;Estádio Los Larios
rio_de_janeiro;Fluminense Football Club;Rio de Janeiro;-22.9068;-43.1729;Estádio do Maracanã
rio_de_janeiro;Friburguense Atlético Clube;Nova Friburgo;-22.2823;-42.5325;Estádio Eduardo Guinle
