estado;clube;clube_canonical;cidade;latitude;longitude;estadio
goias;VILA NOVA;Vila Nova Futebol Clube;Goiânia;-16.6799;-49.255;Estádio Onésio Brasileiro Alvarenga
maranhao;AMERICANO;Americano Futebol Clube;São Luís;-2.5307;-44.3068;Estádio Nhozinho Santos
maranhao;ARAIOSES;Araioses Futebol Clube;Araioses;-2.8917;-41.9008;Estádio Cardosão
maranhao;ATLÉTICO BACABAL;Atlético Bacabal Esporte Clube;Bacabal;-4.2264;-44.7819;Estádio José Corrêa
maranhao;BACABAL;Bacabal Esporte Clube;Bacabal;-4.2264;-44.7819;Estádio José Corrêa
maranhao;BALSAS;Balsas Esporte Clube;Balsas;-7.5333;-46.0333;Estádio Cássio Reis
maranhao;CHAPADINHA;Chapadinha Futebol Clube;Chapadinha;-3.7417;-43.3533;Estádio Lucídio Frazão
maranhao;CORDINO;Cordino Esporte Clube;Barra do Corda;-5.5019;-45.2506;Estádio Municipal Leandro Cláudio da Silva
maranhao;EXPRESSINHO;Expressinho Futebol Clube;São Luís;-2.5307;-44.3068;Estádio Governador João Castelo
maranhao;IAPE;IAPE;São Luís;-2.5307;-44.3068;Estádio Governador João Castelo
maranhao;IMPERATRIZ;Sociedade Imperatriz de Desportos;Imperatriz;-5.5264;-47.4917;Estádio Frei Epifânio D'Abadia
maranhao;ITZ SPORT;ITZ Sport;Imperatriz;-5.5264;-47.4917;Estádio Frei Epifânio D'Abadia
maranhao;JUVENTUDE;Sociedade Esportiva Juventude;São Mateus do Maranhão;-4.0333;-44.95;Estádio Pinheirão
maranhao;LAGO VERDE;Lago Verde Esporte Clube;Lago Verde;-3.58333;-45.1667;Estádio Municipal de Lago Verde
maranhao;LUMINENSE;Luminense Futebol Clube;São Luís;-2.53073;-44.3068;Estádio Governador João Castelo
maranhao;MARANHÃO;Maranhão Atlético Clube;São Luís;-2.53073;-44.3068;Estádio Governador João Castelo
maranhao;MOTO CLUB;Moto Club de São Luís;São Luís;-2.53073;-44.3068;Estádio Governador João Castelo
maranhao;PINHEIRO;Pinheiro Atlético Clube;Pinheiro;-2.52139;-45.0825;Estádio Municipal Costa Rodrigues
maranhao;SABIÁ;Sabiá Futebol Clube;Caxias;-4.86722;-43.3553;Estádio Municipal Duque de Caxias
maranhao;SAMPAIO CORRÊA;Sampaio Corrêa Futebol Clube;São Luís;-2.5307;-44.3068;Estádio Governador João Castelo
maranhao;SÃO JOSÉ;Sociedade Esportiva São José;São José de Ribamar;-2.5617;-44.0583;Estádio Municipal Dário Santos
maranhao;SÃO LUÍS;São Luís Futebol Clube;São Luís;-2.5307;-44.3068;Estádio Governador João Castelo
maranhao;TUNTUM;Tuntum Esporte Clube;Tuntum;-5.2533;-44.6597;Estádio Rafael Seabra
maranhao;TUPAN;Tupan Atlético Clube;São Luís;-2.5307;-44.3068;Estádio Governador João Castelo
maranhao;VIANA;Viana Esporte Clube;Viana;-3.2233;-45.0019;Estádio Daniel Filho
mato_grosso;ACADEMIA;Academia Futebol Clube;Rondonópolis;-16.4677;-54.6351;Estádio Municipal Engenheiro Luthero Lopes
mato_grosso;ARAGUAIA;ARAGUAIA;Barra do Garças;-15.8917;-52.2594;Estádio Municipal José Valeriano Costa
mato_grosso;ATLÉTICO;Clube Atlético Matogrossense;Cuiabá;-15.6014;-56.0979;Arena Pantanal
mato_grosso;AÇÃO;Ação Futebol;Cuiabá;-15.6014;-56.0979;Arena Pantanal
mato_grosso;CACERENSE;Cacerense Esporte Clube;Cáceres;-16.0717;-57.6764;Estádio Geraldão
mato_grosso;CAMPO NOVO;Campo Novo Esporte Clube;Campo Novo do Parecis;-13.6736;-57.8864;Estádio Ari Tomazelli
mato_grosso;CEOV OPERÁRIO;Clube Esportivo Operário Várzea-Grandense;Várzea Grande;-15.6536;-56.1333;Arena Pantanal
mato_grosso;CHAPADA;Chapada Futebol Clube;Chapada dos Guimarães;-15.4606;-55.7497;Estádio Municipal de Chapada dos Guimarães
mato_grosso;CUIABÁ;Cuiabá Esporte Clube;Cuiabá;-15.601;-56.0974;Arena Pantanal
mato_grosso;CUIABÁ B;Cuiabá Esporte Clube;Cuiabá;-15.601;-56.0974;Arena Pantanal
mato_grosso;CÁCERES;Cáceres Esporte Clube;Cáceres;-16.0708;-57.675;Estádio Geraldão
mato_grosso;DOM BOSCO;Clube Esportivo Dom Bosco;Cuiabá;-15.601;-56.0974;Arena Pantanal
mato_grosso;JUARA;Juara Atlético Clube;Juara;-11.2619;-57.5358;Estádio Municipal Danilo Pagot
mato_grosso;LUVERDENSE;Luverdense Esporte Clube;Lucas do Rio Verde;-12.6058;-55.9192;Estádio Municipal Passo das Emas
mato_grosso;MIXTO;Mixto Esporte Clube;Cuiabá;-15.5961;-56.0969;Arena Pantanal
mato_grosso;MUTUM;Nova Mutum Esporte Clube;Nova Mutum;-13.8294;-56.0814;Estádio Municipal Valdir Doilho Wons
mato_grosso;NOVA MUTUM;Nova Mutum Esporte Clube;Nova Mutum;-13.8294;-56.0814;Estádio Municipal Valdir Doilho Wons
mato_grosso;OPERÁRIO;Clube Esportivo Operário Várzea-Grandense;Várzea Grande;-15.6533;-56.1336;Arena Pantanal
mato_grosso;OPERÁRIO CEOV;Operário Várzea-Grandense;Várzea Grande;-15.6536;-56.1333;Arena Pantanal
mato_grosso;PAULISTANO;Paulistano Esporte Clube;Cuiabá;-15.5961;-56.0969;Arena Pantanal
mato_grosso;POCONÉ;Poconé Esporte Clube;Poconé;-16.2567;-56.6228;Estádio Municipal Neco Falcão
mato_grosso;PRIMAVERA;Primavera Atlético Clube;Primavera do Leste;-15.5583;-54.2958;Estádio Municipal Cerradão
mato_grosso;RONDONÓPOLIS;Rondonópolis Esporte Clube;Rondonópolis;-16.4683;-54.6358;Estádio Municipal Engenheiro Luthero Lopes
mato_grosso;SANTA CRUZ;Santa Cruz Esporte Clube;Barra do Bugres;-15.0756;-57.1819;Estádio Municipal Lamartine Ribeiro de Sales
mato_grosso;SINOP;Sinop Futebol Clube;Sinop;-11.8536;-55.5033;Estádio Municipal Gigante do Norte
mato_grosso;SORRISO;Sorriso Esporte Clube;Sorriso;-12.5453;-55.7147;Estádio Municipal Egídio José Preima
mato_grosso;SPORT SINOP;Sport Sinop;Sinop;-11.8536;-55.5033;Estádio Municipal Gigante do Norte
mato_grosso;UIRAPURU;Uirapuru Esporte Clube;Cuiabá;-15.601;-56.0979;Arena Pantanal
mato_grosso;UNIÃO DE RONDONÓPOLIS;União Esporte Clube;Rondonópolis;-16.4683;-54.6356;Estádio Municipal Engenheiro Luthero Lopes
mato_grosso;UNIÃO RONDONÓPOLIS;União Esporte Clube;Rondonópolis;-16.4683;-54.6356;Estádio Municipal Engenheiro Luthero Lopes
mato_grosso_do_sul;7 DE SETEMBRO;7 de Setembro;Dourados;-22.2206;-54.8058;Estádio Fredis Saldanha
mato_grosso_do_sul;AQUIDAUANENSE;Aquidauanense;Aquidauana;-20.4736;-55.7833;Estádio Municipal Noroeste
mato_grosso_do_sul;BATAGUASSU;Bataguassu;Bataguassu;-21.7175;-52.4236;Estádio Municipal de Bataguassu
mato_grosso_do_sul;CEART;Ceart;Dourados;-22.2206;-54.8058;Estádio Fredis Saldanha
mato_grosso_do_sul;COMERCIAL;Comercial;Campo Grande;-20.4486;-54.6291;Estádio Universitário Pedro Pedrossian
mato_grosso_do_sul;COMERCIAL DE TRÊS LAGOAS;Comercial de Três Lagoas;Três Lagoas;-20.7514;-51.6783;Estádio Benedito Soares da Mota
mato_grosso_do_sul;CORUMBAENSE;Corumbaense Futebol Clube;Corumbá;-19.0053;-57.6473;Estádio Arthur Marinho
mato_grosso_do_sul;COSTA RICA;Costa Rica Esporte Clube;Costa Rica;-18.5567;-53.1111;Estádio Laertão
mato_grosso_do_sul;COXIM;Coxim Atlético Clube;Coxim;-18.5067;-54.7603;Estádio André Borges
mato_grosso_do_sul;CR AQUIDAUANA;Aquidauanense Futebol Clube;Aquidauana;-20.4733;-55.7833;Estádio Noroeste
mato_grosso_do_sul;DOURADOS;Dourados Atlético Clube;Dourados;-22.2222;-54.8033;Estádio Douradão
mato_grosso_do_sul;IVINHEMA;Ivinhema Futebol Clube;Ivinhema;-22.3017;-53.8156;Estádio Saraivão
mato_grosso_do_sul;MARACAJU;Maracaju Atlético Clube;Maracaju;-21.6119;-55.1681;Estádio Municipal Luiz Gonzaga Prata Braga
mato_grosso_do_sul;MISTO;Misto Esporte Clube;Três Lagoas;-20.7514;-51.6783;Estádio Madrugadão
mato_grosso_do_sul;MORENINHAS;Esporte Clube Moreninhas;Campo Grande;-20.4428;-54.6461;Estádio Jacques da Luz
mato_grosso_do_sul;NAVIRAIENSE;Clube Esportivo Naviraiense;Naviraí;-23.0636;-54.1903;Estádio Virotão
mato_grosso_do_sul;NOVA ANDRADINA;Sociedade Esportiva Nova Andradina;Nova Andradina;-22.2386;-53.3317;Estádio Andradão
mato_grosso_do_sul;NOVOPERÁRIO;Novoperário Futebol Clube;Campo Grande;-20.4428;-54.6461;Estádio Jacques da Luz
mato_grosso_do_sul;NÁUTICO;Clube Náutico Futebol Clube;Campo Grande;-20.4486;-54.6291;Estádio Jacques da Luz
mato_grosso_do_sul;OPERÁRIO;Operário Futebol Clube;Campo Grande;-20.4486;-54.6291;Estádio Universitário Pedro Pedrossian
mato_grosso_do_sul;PANTANAL;Pantanal Futebol Clube;Ladário;-19.0039;-57.6019;Estádio Vicente Fortunato
mato_grosso_do_sul;PONTAPORANENSE;Clube Esportivo Pontaporanense;Ponta Porã;-22.5375;-55.7256;Estádio Aral Moreira
mato_grosso_do_sul;PORTUGUESA;Associação Atlética Portuguesa;Campo Grande;-20.4486;-54.6291;Estádio Jacques da Luz
mato_grosso_do_sul;SERC;Sociedade Esportiva e Recreativa Chapadão;Chapadão do Sul;-18.7833;-52.6236;Estádio Municipal da Serrinha
mato_grosso_do_sul;SÃO GABRIEL;Sociedade Esportiva São Gabriel;São Gabriel do Oeste;-19.3769;-54.5586;Estádio Municipal de São Gabriel do Oeste
mato_grosso_do_sul;TAVEIRÓPOLIS;Esporte Clube Taveirópolis;Campo Grande;-20.4428;-54.6464;Estádio Jacques da Luz
mato_grosso_do_sul;TRÊS LAGOAS;Três Lagoas Sport Club;Três Lagoas;-20.7514;-51.6783;Estádio Benedito Soares da Mota
mato_grosso_do_sul;UNIÃO;União Futebol Clube;Campo Grande;-20.4428;-54.6464;Estádio Jacques da Luz
mato_grosso_do_sul;ÁGUIA NEGRA;Esporte Clube Águia Negra;Rio Brilhante;-21.8036;-54.5453;Estádio Iliê Vidal
minas_gerais;AE PARACATU;Paracatu Futebol Clube;Paracatu;-17.2217;-46.8756;Estádio Frei Norberto
minas_gerais;AMÉRICA MINEIRO;América Futebol Clube;Belo Horizonte;-19.9167;-43.9345;Arena Independência
minas_gerais;AMÉRICA T.O;América Futebol Clube (Teófilo Otoni);Teófilo Otoni;-17.8583;-41.5056;Estádio Nassri Mattar
minas_gerais;ARAGUARI;Araguari Atlético Clube;Araguari;-18.6456;-48.1883;Estádio Vasconcelos Montes
minas_gerais;ARAXÁ;Araxá Esporte Clube;Araxá;-19.5908;-46.9436;Estádio Fausto Alvim
minas_gerais;ATHLETIC;Athletic Club;São João del-Rei;-21.1361;-44.2597;Estádio Joaquim Portugal
minas_gerais;ATHLETIC CLUB;Athletic Club;São João del-Rei;-21.1361;-44.2597;Estádio Joaquim Portugal
minas_gerais;ATL. TRÊS CORAÇÕES;Atlético Clube Três Corações;Três Corações;-21.6967;-45.2533;Estádio Municipal Elias Arbex
minas_gerais;ATLHETIC CE;Athletic Club;São João del-Rei;-21.1375;-44.2619;Estádio Joaquim Portugal
minas_gerais;ATLÉTICO MINEIRO;Clube Atlético Mineiro;Belo Horizonte;-19.9167;-43.9345;Arena MRV
minas_gerais;ATLÉTICO PATROCINENSE;Clube Atlético Patrocinense;Patrocínio;-18.9436;-46.9936;Estádio Pedro Alves do Nascimento
minas_gerais;AYMORÉS;Clube Atlético Aymorés;Ubá;-21.1217;-42.9375;Estádio Affonso de Carvalho
minas_gerais;BETIM FUTEBOL;Betim Futebol;Betim;-19.9733;-44.2014;Arena Vera Cruz
minas_gerais;BETIS;Betis Futebol Clube;Ouro Branco;-20.5167;-43.7028;Estádio Municipal José Mapa Filho
minas_gerais;BOA;Boa Esporte Clube;Varginha;-21.56;-45.4333;Estádio Municipal Prefeito Dilzon Luiz de Melo
minas_gerais;BOA ESPORTE;Boa Esporte Clube;Varginha;-21.56;-45.4333;Estádio Municipal Prefeito Dilzon Luiz de Melo
minas_gerais;BOSTON CITY BRASIL;Boston City Futebol Clube Brasil;Manhuaçu;-20.2639;-42.0353;Estádio JK
minas_gerais;CA PATROCINENSE;Clube Atlético Patrocinense;Patrocínio;-18.9417;-46.9936;Estádio Pedro Alves do Nascimento
minas_gerais;CALDENSE;Associação Atlética Caldense;Poços de Caldas;-21.7847;-46.5633;Estádio Municipal Doutor Ronaldo Junqueira
minas_gerais;CAP DE UBERLÂNDIA;Clube Atlético Portal;Uberlândia;-18.9186;-48.2772;Parque do Sabiá
minas_gerais;COIMBRA;Coimbra Esporte Clube;Contagem;-19.9319;-44.0539;Estádio Municipal de Contagem
minas_gerais;COIMBRA-MG B;Coimbra Esporte Clube;Contagem;-19.9319;-44.0539;Estádio Municipal de Contagem
minas_gerais;CONTAGEM;Contagem Esporte Clube;Contagem;-19.9319;-44.0539;Estádio Municipal de Contagem
minas_gerais;CRUZEIRO;Cruzeiro Esporte Clube;Belo Horizonte;-19.9167;-43.9345;Mineirão
minas_gerais;DEMOCRATA;Esporte Clube Democrata;Governador Valadares;-18.8528;-41.9478;Estádio José Mammoud Abbas
minas_gerais;ESSUBE;ESSUBE;Uberlândia;-18.9186;-48.2772;Parque do Sabiá
minas_gerais;FIGUEIRENSE;Figueirense Esporte Clube;São João del-Rei;-21.1375;-44.2619;Estádio Coronel Afonso de Moura Castro
minas_gerais;GUARANI;Guarani Esporte Clube;Divinópolis;-20.1453;-44.8903;Estádio Waldemar Teixeira de Faria
minas_gerais;INTER DE MINAS;Associação Atlética Internacional de Minas Gerais;Itaúna;-20.0733;-44.5786;Estádio José Flávio de Carvalho
minas_gerais;INTER SÃO GOTARDO;Esporte Clube Internacional;São Gotardo;-19.3033;-46.0436;Estádio Olavo Bilac
minas_gerais;IPATINGA;Ipatinga Futebol Clube;Ipatinga;-19.4672;-42.5375;Estádio Municipal Epaminondas Mendes Brito
minas_gerais;ITABIRITO;Itabirito Futebol Clube;Itabirito;-20.2486;-43.8044;Estádio Coronel Afonso de Moura Castro
minas_gerais;JUVENTUS DE MINAS NOVAS;JUVENTUS DE MINAS NOVAS;Minas Novas;-17.2183;-42.5875;Estádio Municipal Dr. Mário de Oliveira
minas_gerais;MAMORÉ;Esporte Clube Mamoré;Patos de Minas;-18.5833;-46.5167;Estádio Bernardo Rubinger de Queiroz
minas_gerais;MANCHESTER FUTEBOL;Manchester Futebol;Juiz de Fora;-21.7644;-43.3494;Estádio Municipal Radialista Mário Helênio
minas_gerais;NACIONAL ATL. MURIAÉ;Nacional Atlético Clube;Muriaé;-21.1389;-42.3667;Estádio Soares de Azevedo
minas_gerais;NACIONAL UBERABA;Nacional Futebol Clube;Uberaba;-19.7489;-47.9333;Estádio Uberabão
minas_gerais;NORTH ESPORTE CLUBE;North Esporte Clube;Montes Claros;-16.735;-43.8603;Estádio José Maria de Melo
minas_gerais;NOVO ESPORTE;Novo Esporte Clube Ipatinga;Ipatinga;-19.4672;-42.5375;Estádio Ipatingão
minas_gerais;PASSOS;Esporte Clube Passos;Passos;-20.7186;-46.6103;Estádio Starling Soares
minas_gerais;PATROCINENSE;Clube Atlético Patrocinense;Patrocínio;-18.9433;-46.9936;Estádio Pedro Alves do Nascimento
minas_gerais;PIRAPORA;Pirapora Futebol Clube;Pirapora;-17.3536;-44.9367;Estádio Municipal Otaviano Alvim
minas_gerais;POUSO ALEGRE;Pouso Alegre Futebol Clube;Pouso Alegre;-22.2303;-45.9336;Estádio Manduzão
minas_gerais;POÇOS DE CALDAS;Poços de Caldas Futebol Clube;Poços de Caldas;-21.7847;-46.5635;Estádio Doutor Ronaldo Junqueira
minas_gerais;SANTARRITENSE;Associação Esportiva Santarritense;Santa Rita do Sapucaí;-22.2486;-45.7056;Estádio Coronel Erasmo Cabral
minas_gerais;SERRANENSE;Esporte Clube Serranense;Nova Serrana;-19.8736;-44.9833;Arena do Calçado
minas_gerais;SOCIAL;Social Futebol Clube;Coronel Fabriciano;-19.5167;-42.6256;Estádio Louis Ensch
minas_gerais;TOMBENSE;Tombense Futebol Clube;Tombos;-20.7658;-42.0256;Estádio Antônio Guimarães de Almeida
minas_gerais;TUPI;Tupi Football Club;Juiz de Fora;-21.7645;-43.3496;Estádio Municipal Radialista Mário Helênio
minas_gerais;TUPYNAMBÁS;Tupynambás Futebol Clube;Juiz de Fora;-21.7645;-43.3496;Estádio Municipal Radialista Mário Helênio
minas_gerais;UBERABA;Uberaba Sport Club;Uberaba;-19.7489;-47.9325;Estádio Municipal Engenheiro João Guido
minas_gerais;UBERLÂNDIA;Uberlândia Esporte Clube;Uberlândia;-18.9186;-48.2772;Estádio Municipal Parque do Sabiá
minas_gerais;UNAÍ;Unaí Esporte Clube;Unaí;-16.3575;-46.9058;Estádio Urbano Adjuto
minas_gerais;UNIÃO LUZIENSE;União Luziense Esporte Clube;Santa Luzia;-19.7725;-43.8547;Estádio Municipal Victor Andrade de Brito
minas_gerais;URT;União Recreativa dos Trabalhadores;Patos de Minas;-18.5833;-46.5167;Estádio Zama Maciel
minas_gerais;VALERIODOCE;Valeriodoce Esporte Clube;Itabira;-19.6133;-43.2275;Estádio Israel Pinheiro
minas_gerais;VARGINHA;Varginha Esporte Clube;Varginha;-21.56;-45.4325;Estádio Municipal Prefeito Dilzon Luiz de Melo
minas_gerais;VILLA NOVA;Villa Nova Atlético Clube;Nova Lima;-19.9858;-43.8486;Estádio Municipal Castor Cifuentes
minas_gerais;VILLA REAL;Villa Real Esporte Clube;Juiz de Fora;-21.7644;-43.3494;Estádio Municipal Radialista Mário Helênio
para;AGUIA DE MARABA;Águia de Marabá Futebol Clube;Marabá;-5.3556;-49.1122;Estádio Municipal Zinho de Oliveira
para;ALTAMIRA;Altamira Esporte Clube;Altamira;-3.2028;-52.2064;Estádio Municipal Esplanada
para;AMAZÔNIA INDEPENDENTE;Amazônia Independente;Santarém;-2.4453;-54.7084;Estádio Colosso do Tapajós
para;ATLÉTICO PARAENSE;Atlético Paraense;Parauapebas;-6.0714;-49.9022;Estádio Rosenão
para;BELENENSE;Belenense;Belém;-1.4558;-48.4902;Estádio Francisco Vasques
para;BRAGANTINO;Bragantino Clube do Pará;Bragança;-1.0536;-46.7653;Estádio Diogão
para;CAETÉ;Caeté;Bragança;-1.0536;-46.7653;Estádio Diogão
para;CAMETÁ;Cametá Sport Club;Cametá;-2.2475;-49.4953;Estádio Parque do Bacurau
para;CANAÃ;Canaã Esporte Clube;Canaã dos Carajás;-6.5033;-49.8767;Estádio Municipal José Raimundo Roseno Araújo
para;CAPITÃO POÇO;CAPITÃO POÇO;Capitão Poço;-1.7486;-47.0614;Estádio Municipal São Benedito
para;CARAJÁS;Carajás Esporte Clube;Belém;-1.4558;-48.4902;Estádio Estadual Jornalista Edgar Augusto Proença
para;CASTANHAL;Castanhal Esporte Clube;Castanhal;-1.2947;-47.9175;Estádio Maximino Porpino Filho
para;ESMAC;Escola Superior Madre Celeste;Ananindeua;-1.3636;-48.3756;Estádio Francisco Vasques
para;FONTE NOVA;Fonte Nova Esporte Clube;Belém;-1.4558;-48.4902;Estádio Estadual Jornalista Edgar Augusto Proença
para;GAVIÃO KYIKATEJÊ;Gavião Kyikatejê;Marabá;-5.3575;-49.1233;Estádio Municipal Zinho de Oliveira
para;GRÊMIO CARAJÁS;Grêmio Carajás;Parauapebas;-6.0725;-49.9025;Estádio Rosenão
para;INDEPENDENTE;Independente Atlético Clube;Tucuruí;-3.7667;-49.6725;Estádio Municipal Antônio Dias
para;INDEPENDENTE TUCURUÍ;Independente Atlético Clube;Tucuruí;-3.7667;-49.6725;Estádio Municipal Antônio Dias
para;ITUPIRANGA;Esporte Clube Itupiranga;Itupiranga;-5.1458;-49.3333;Estádio Municipal Jaime Sena Pimentel
para;IZABELENSE;Sport Club Izabelense;Santa Izabel do Pará;-1.3008;-48.1617;Estádio Edilson Abreu
para;MARAJÓ;Marajó Esporte Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;PARAENSE;Paraense Sport Club;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;PARAGOMINAS;Paragominas Futebol Clube;Paragominas;-2.9944;-47.3497;Arena Verde
para;PARAUAPEBAS;Parauapebas Futebol Clube;Parauapebas;-6.0717;-49.9022;Estádio Rosenão
para;PAYSANDU;Paysandu Sport Club;Belém;-1.4558;-48.4902;Estádio Leônidas Sodré de Castro
para;PEDREIRA;Pedreira Esporte Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;PINHEIRENSE;Pinheirense Esporte Clube;Belém;-1.4558;-48.4902;Estádio Abelardo Conduru
para;REMO;Clube do Remo;Belém;-1.4558;-48.4902;Estádio Evandro Almeida
para;SANTA ROSA;Associação Atlética Santa Rosa;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;SANTOS;Santos Futebol Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;SPORT BELÉM;Sport Club Belém;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;SPORTING MARACANÃ;Sporting Maracanã Esporte Clube;Maracanã;-0.7736;-47.4553;Estádio Fumeirão
para;SÃO FRANCISCO;São Francisco Futebol Clube;Santarém;-2.4431;-54.7083;Estádio Colosso do Tapajós
para;SÃO RAIMUNDO;São Raimundo Esporte Clube;Santarém;-2.4431;-54.7083;Estádio Colosso do Tapajós
para;TAPAJÓS;Tapajós Esporte Clube;Santarém;-2.4431;-54.7083;Estádio Colosso do Tapajós
para;TESLA;Tesla Futebol Clube;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;TIRADENTES;Associação Atlética Tiradentes;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;TUNA LUSO;Tuna Luso Brasileira;Belém;-1.4558;-48.4902;Estádio Francisco Vasques
para;UNIÃO PARAENSE;União Paraense;Marabá;-5.3575;-49.1233;Estádio Zinho de Oliveira
para;URUMAJÓ;Urumajó;Augusto Corrêa;-1.0167;-46.65;Estádio Municipal de Augusto Corrêa
para;VILA RICA;Vila Rica;Belém;-1.4558;-48.4902;Estádio Olímpico do Pará
para;VÊNUS;Vênus;Abaetetuba;-1.7217;-48.8803;Estádio Humberto Parente
para;ÁGUIA;Águia de Marabá Futebol Clube;Marabá;-5.3556;-49.1122;Estádio Municipal Zinho de Oliveira
paraiba;ATLÉTICO;Atlético Cajazeirense de Desportos;Cajazeiras;-6.8936;-38.5614;Estádio Perpetão
paraiba;ATLÉTICO DE CAJAZEIRAS;Atlético Cajazeirense de Desportos;Cajazeiras;-6.8919;-38.5617;Estádio Governador Perpetuo Correa Lima
paraiba;AUTO ESPORTE;Auto Esporte Clube;João Pessoa;-7.115;-34.8642;Estádio José Américo de Almeida Filho
paraiba;BOTAFOGO;Botafogo Futebol Clube;João Pessoa;-7.115;-34.8642;Estádio José Américo de Almeida Filho
paraiba;BOTAFOGO PB;Botafogo Futebol Clube;João Pessoa;-7.115;-34.8642;Estádio José Américo de Almeida Filho
paraiba;CAMPINENSE;Campinense Clube;Campina Grande;-7.2306;-35.8814;Estádio Governador Ernani Sátyro
paraiba;CONFIANÇA;Associação Desportiva Confiança;Sapé;-7.0917;-35.2333;Estádio Municipal Dr. Tadeu Cruz
paraiba;CRUZEIRO;Cruzeiro de Itaporanga;Itaporanga;-7.3025;-38.1553;Estádio José Cavalcanti
paraiba;CSP;Centro Sportivo Paraibano;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;DESPORTIVA GUARABIRA;Desportiva Guarabira;Guarabira;-6.9856;-35.4936;Estádio Sílvio Porto
paraiba;ESPORTE;Esporte Clube de Patos;Patos;-7.0233;-37.2753;Estádio José Cavalcanti
paraiba;FEMAR;Femar;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;INTERNACIONAL;Internacional Esporte Clube;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;MIRAMAR;Miramar Esporte Clube;Cabedelo;-6.9814;-34.8361;Estádio Francisco Figueiredo de Lima
paraiba;NACIONAL;Nacional Atlético Clube;Patos;-7.0233;-37.2753;Estádio José Cavalcanti
paraiba;PERILIMA;Desportiva Perilima de Futebol Ltda;Campina Grande;-7.2307;-35.8814;Estádio Governador Ernani Sátyro
paraiba;PICUIENSE;Clube Atlético Picuiense;Picuí;-6.4958;-36.3386;Estádio Amauri Sales de Melo
paraiba;POMBAL;Pombal Esporte Clube;Pombal;-6.7675;-37.8028;Estádio José Cavalcanti
paraiba;QUEIMADENSE;Associação Desportiva Queimadense;Queimadas;-7.3639;-35.7256;Estádio Governador Ernani Sátyro
paraiba;SABUGY;Sabugy Futebol Clube;Santa Luzia;-6.86667;-36.9167;Estádio Municipal de Santa Luzia
paraiba;SERRA BRANCA;Serra Branca Esporte Clube;Serra Branca;-7.47139;-36.6567;Estádio Amigão
paraiba;SERRANO;Serrano Futebol Clube;Serra Redonda;-7.27583;-35.6556;Estádio Amigão
paraiba;SOUSA;Sousa Esporte Clube;Sousa;-6.76056;-38.2317;Estádio Marizão
paraiba;SPARTAX;Spartax Sport Club;João Pessoa;-7.115;-34.8642;Estádio Almeidão
paraiba;SPORT LAGOA SECA;Sport Club Lagoa Seca;Lagoa Seca;-7.17111;-35.8586;Estádio Amigão
paraiba;SÃO PAULO CRYSTAL;São Paulo Crystal;Cruz do Espírito Santo;-7.1369;-35.1056;Estádio Carneirão
paraiba;TREZE;Treze;Campina Grande;-7.2306;-35.8814;Estádio Amigão
parana;ANDRAUS;Andraus Brasil;Campo Largo;-25.4583;-49.375;Estádio Atílio Gionédis
parana;APUCARANA SPORTS;Apucarana Sports;Apucarana;-23.5528;-51.4608;Estádio Olímpico Regional
parana;ARAPONGAS;Arapongas Esporte Clube;Arapongas;-23.4153;-51.4333;Estádio José Chiappin
parana;ARAUCÁRIA;Araucária Esporte Clube;Araucária;-25.5944;-49.4075;Estádio Municipal Emílio Gunther
parana;ARUKO;Galo Maringá;Maringá;-23.421;-51.933;Estádio Willie Davids
parana;ATHLETICO PARANAENSE;Athletico Paranaense;Curitiba;-25.4284;-49.2733;Ligga Arena
parana;ATHLETICO PARANAENSE B;Athletico Paranaense;Curitiba;-25.4284;-49.2733;Ligga Arena
parana;AZURIZ;Azuriz;Pato Branco;-26.225;-52.671;Estádio Os Pioneiros
parana;AZURIZ FUTEBOL;Azuriz;Pato Branco;-26.225;-52.671;Estádio Os Pioneiros
parana;BATEL;Batel;Guarapuava;-25.393;-51.495;Estádio Waldomiro Gelinski
parana;CAMBÉ;Cambé Atlético Clube;Cambé;-23.2797;-51.2819;Estádio Municipal José Garbelini
parana;CAMPO MOURÃO;Sport Club Campo Mourão;Campo Mourão;-24.0478;-52.3786;Estádio Municipal Roberto Brzezinski
parana;CASCAVEL;Futebol Clube Cascavel;Cascavel;-24.9578;-53.4594;Estádio Olímpico Regional Arnaldo Busatto
parana;CIANORTE;Cianorte Futebol Clube;Cianorte;-23.6617;-52.6036;Estádio Municipal Olímpico Albino Turbay
parana;CITY LONDON;City London Futebol Clube;Londrina;-23.3103;-51.1628;Estádio do Café
parana;CORITIBA;Coritiba Foot Ball Club;Curitiba;-25.4296;-49.2719;Estádio Major Antônio Couto Pereira
